"Artista","Trabajo","Fecha Publicación","Tipo"
"VV.AA","Merry Christmas","2007","-"
"VV.AA","Tararí Que Te Beat","2007","-"
"VV.AA","Alicante Hip Hop Vol 1","2006","-"
"VV.AA","El Beso De La Muerte","2006","-"
"VV.AA","Flameado De Flow","2006","-"
"VV.AA","Hispano All Scratch vol. 1","2006","-"
"VV.AA","Juego De Niñas","2006","-"
"VV.AA","Sound Serio","2006","-"
"VV.AA","Spaniz Sound Vol.2","2006","-"
"VV.AA","Supakanja - Supanova 10/44","2006","-"
"VV.AA","Tiempo De Kambio","2006","-"
"VV.AA","Wahin Makinaciones: El Sello","2006","-"
"VV.AA","Angelface Promo 2005","2005","-"
"VV.AA","Arde El Subsuelo","2005","-"
"VV.AA","Bien Sobre Mal Vol.3","2005","-"
"VV.AA","Coffy All Stars","2005","-"
"VV.AA","Ill Music Vol.1","2005","-"
"VV.AA","Más que Hip Hop","2005","-"
"VV.AA","Un Año De Reflexion","2005","-"
"VV.AA","Yo Rap Tu Chita","2005","-"
"VV.AA","Lo Mas Crudo","2004","-"
"VV.AA","Bien Sobre Mal Vol.2","2004","-"
"VV.AA","Cuando La Calle Suena","2004","-"
"VV.AA","Nóveles Volumen I","2004","-"
"VV.AA","Once Eme - Un Tributo Del Hip Hop","2004","-"
"VV.AA","Laboratorio Hip Hop","2003","-"
"VV.AA","Ganja Party / Blueprint","2003","LP"
"VV.AA","Trapos sucios – El anuario","2003","lp"
"VV.AA","Bien Sobre Mal Vol.1","2002","-"
"VV.AA","Los Planes Y Archivos Secretos Del Doctor Yo","2000","-"
"VV.AA","Elektro Domésticos","1998","-"
"VV.AA","Zaragoza Zulú","1995","-"
"VV.AA.","Abulatorio","-","-"
"VV.AA.","Hip hop España vs France","-","-"
"VV.AA.","Las calles de Torrejón vol.1","-","-"
"VV.AA.","Las calles de Torrejón vol.2","-","-"
"VV.AA.","Reggae is life","-","-"
"VV.AA.","Vitoria","-","-"
"VV.AA.","Zaragoza contra la represión","-","-"
"VV.AA.","Inedit Tracks Vol.1","-","-"
"VV.AA.","Inedit Tracks Vol.2","-","-"
"VV.AA.","Inedit Tracks Vol.3","-","-"
"VV.AA.","Inedit Tracks Vol.4","-","-"
"VV.AA.","Inedit Tracks Vol.11","-","-"
"VV.AA.","Inedit Tracks Vol.12","-","-"
"VV.AA.","Rap hardcore","-","-"
"VV.AA.","Rap´in´Madrid","-","-"
"VV.AA.","Sal de la tierra vol.2","-","-"
"VV.AA.","Amor azteca Vol.1 ","-","-"
"VV.AA.","Hip-Hop Gallego ","-","-"
"VV.AA.","Hip Hop Nuestro Vol. 1 ","-","-"
"VV.AA.","Hip Hop Nueva Escuela: Segunda Lección ","-","-"
"VV.AA.","My_space Artes 1/29, Chinatown, Dj Yata, Sr. Rojo","-","-"
"VV.AA.","My_space Mikelote, Pipa, Zyro","-","-"
"VV.AA.","My_space Demasiado De, Ijah, Pinacle Rockers","-","-"
"VV.AA.","20 AÑOS DE HIP HOP","-","-"
"VV.AA.","Cardioraps: Todos los ojos en el norte ","2008","-"
"VV.AA.","Cultura Urbana 2007","2007","-"
"VV.AA.","Hip Hop Andalucía Vol.2","2007","-"
"VV.AA.","Mexican Radio vol.1","2007","-"
"VV.AA.","Show Flow Participantes Cultura Urbana 01","2007","-"
"VV.AA.","Beware of a dog kinky","2007","-"
"VV.AA.","Estilo Hip-Hop Vol. 6","2007","-"
"VV.AA.","Hip-Hop Rookies","2007","-"
"VV.AA.","Hip Hop Rockies","2007","-"
"VV.AA.","HipHopSevilla: Segundo ataque","2007","-"
"VV.AA.","Iz presents... Hip-Hop Olympics Vol. 1","2007","-"
"VV.AA.","Iz presents... Hip-Hop Olympics Vol. 2","2007","-"
"VV.AA.","Sonydo Urbano","2007","-"
"VV.AA.","Estilo Hip Hop Vol. 5","2006","-"
"VV.AA.","Málaga en parámetros III","2006","-"
"VV.AA.","Versos prestados de Alicante","2006","-"
"VV.AA.","HipHopSevilla: Primer ataque","2006","-"
"VV.AA.","TBT Presents: OFM De Misteip Vol.1 Lo Mejor","2006","-"
"VV.AA.","Gamberros All Stars","2005","-"
"VV.AA.","Quijote Hip Hop","2005","-"
"VV.AA.","Rapcopilatorio sound vol.1","2005","-"
"VV.AA.","Bagdad Rap","2005","-"
"VV.AA.","Madrid for sale Mixtape","2005","-"
"VV.AA.","Zaragoza Realidad","2004","-"
"VV.AA.","Técnica de Cloacas Vol. 2: Ataque a la superficie","2004","-"
"VV.AA.","Emisiones Continuas","2004","-"
"VV.AA.","Música para fumar yerba","2004","-"
"VV.AA.","Serie B Nº1","2004","-"
"VV.AA.","Bombos Records presenta: Noveles Vol. 1","2004","-"
"VV.AA.","Electronautas Emisiones Continuas","2004","-"
"VV.AA.","Flow Latino (Habana – Madrid)","2003","-"
"VV.AA.","Hip Hop Nueva Escuela","2003","-"
"VV.AA.","Chill Hop: El mejor Hip Hop de Relajacion","2003","-"
"VV.AA.","España Vs France","2003","-"
"VV.AA.","Técnica de Cloacas Vol. 1: La llamada del subsuelo","2002","-"
"VV.AA.","Hip Hop solo en español","2001","-"
"VV.AA.","UNIVERSONORO VOL 6","2000","-"
"VV.AA.","Hip Hop Se Escribe Con Ñ ","1999","-"
"VV.AA.","Rap de aquí","1990","-"
"VV.AA.","Madrid Hip-Hop","1989","-"
"VVAA","Batalla de gallos Madrid 2007","2007",
"VVAA","batalla de gallos – final nacional 2006 (instrumental)","2006","-"
"VVAA","cat hop trax","1993","-"
"VVAA","Estilo Hip Hop","-","-"
"VVAA","El Rimadero – 5º aniversario","-","-"
"VVAA","Colaboraciones de Hip-Hop en castellano","-",
"VVAA","Conciertos Radio 3: Zenit, Tote King, Black Bee, JotaMayúscula y Haze","-",
"VVAA","batalla de gallos – Final Nacional 2007","2007",
"VVAA","Batalla de Gallos Final Madrid 2007","2007",
"VVAA","Batalla de gallos 2005","2005",
"VVAA","Concierto El Rimadero 2004","2004",
"W.Cheff","Horas Xtras","2014","-"
"wadada sound system","special dubplates vol .1","2006","-"
"wadada sound system","special dubplates vol .2","2006","-"
"wahin makinaciones","el sello","2006","-"
"wahin makinaciones","el sello (instrumental)","2006","-"
"wahin makinaciones","instrumentales 2006","2006","-"
"wahin makinaciones","Sol, Playa, Jarana Remix","2012","-"
"Waky","El Honor Del Guerrero","2012","-"
"Wale","Attention Deficit","2009","-"
"wane","parental advisory beautiful lyrics","2010","-"
"wanix","poeta malherido","-","-"
"war4 presenta tarari que te beat","2006","-","-"
"Wario","Tales of beef","2007","-"
"Wase","Losing My Religion","2011","-"
"Wase -N- J. Sánchez","El Producto","2009","-"
"Wase -N- J. Sánchez","Hip Hop Is Dead","2006","-"
"Wase -N- J. Sánchez","The Beginning","2005","-"
"wase-n-j.sanchez and yako muñoz presents c.o.s most","tha mixtape","2006","-"
"wash","terapia","-","-"
"wash onelove","nunca deje de serlo","2012","-"
"Watios","Chekealo EP","2010???2011","-"
"Watios","Peace of mind","2013","-"
"Watios","Monkey See Monkey Do","2012","-"
"Watios","Groovin","2009","-"
"Wax Dee & D.L. Blando","Crate Keepers","2012","-"
"we & dem","maqueta","2006","-"
"we & dem","maqueta directo","2005","-"
"welelo","live in tarantos","2004","-"
"Weleló","¿Demasiado Pedir?","2014","-"
"Weleló","Cura De Humildad","2012","-"
"Weleló","Siempre Soy Hip Hop","2010","-"
"Weleló","Camaleónico","2009","-"
"Weleló","Tampoco Pido Tanto","2007","-"
"Weleló","The Bridge","2002","-"
"Weleló","Una Parte De Mi","2002","-"
"wero fiyu","arriba","2012","-"
"west barna","de la west","2007","-"
"whynot crew","dialectica de los 80 (adelanto)","2006","-"
"Widi","Brewed in Barna","2013","-"
"Widi","Penelope Glamour","2010","-"
"wiky","cicatrices","2011","-"
"Wild Witch","Tacones Y Melorra's","2007","-"
"Wildchild","Jack Of All Trades","2007","-"
"Wildchild","Secondary Protocol","2003","-"
"Wildtrack","This Is The Remix","2011","-"
"Wildtrack","Titanes","2010","-"
"Wildtrack","Preludio","2008","-"
"Wildwitch","Tacones y Melorras ","-","-"
"will ai and man-j","sigo mi camino","2010","-"
"Wiz Khalifa","Rolling Papers","2011","-"
"Wiz Khalifa","Kush and Orange Juice","2010","-"
"Wiz Khalifa","Deal Or No Deal","2009","-"
"WkmProdux","Sobre Samples Instrumentales ","2007","-"
"wol","erre a pe","2008","-"
"wol","rap de presupuesto zhero","2006","-"
"Wol","MisTuppers","2013","-"
"Wol","Yo Soy Mi Gente","2007","-"
"Wol","Ponle Nombre","2005","-"
"Wol","Algo De Que Hablar","2004","-"
"Wol","Por Nada","2003","-"
"Wol","Qué hay de nuevo","2003","-"
"Wol","Lo que sale de mi","2002","-"
"Wöyza","Pisando El Suelo Que Ves","2008???2009","-"
"Wöyza","Promo EP","2006","-"
"wp","esto es warros pro","2012","-"
"Wyz Montecristo & Científico","Getaway Rider","2013","-"
"x-pro","vive bajo tierra","2012","-"
"x-pro","x-pro","2009","-"
"x-siman","proyect xs","2013","-"
"xamu","el reflejo de mi alma","2010","-"
"xamu","déjà vu","-","-"
"xcese","spanisher mixtape vol.2 la makina del tiempo","2009","-"
"xcese","spanisher","2007","-"
"Xcese","True Religion","2013","-"
"Xcese","Parabellum","2012","-"
"Xcese","Illuminati","2010","-"
"Xcese","Spanisher Mixtape Vol.2 : La Makina Del Tiempo","2009","-"
"Xcese","Spanisher Mixtape","2007","-"
"Xcese","Real Crimen","2005","-"
"xcese y dj jooz","santificado da mixtape","2009","-"
"XChent","-","-","-"
"xdm","promo","1998","-"
"xenon","alta frecuencia","2008","-"
"xhelazz","te rapeas algo 3","2007","-"
"xhelazz","te rapeas algo 2","2006","-"
"Xhelazz","¿Te Rapeas Algo? 2","2005??2006??","-"
"xhelazz","resurreccion remixes","2005","-"
"xhelazz","te rapeas algo","2005","-"
"xhelazz","maketa","2001","-"
"Xhelazz","Concierto en Radio 3","39426","-"
"Xhelazz","¿Te Rapeas Algo? Vol.4","2008","-"
"Xhelazz","El Soñador Elegido","2007","-"
"Xhelazz","¿Te Rapeas Algo? 3","2007","-"
"Xhelazz","Resurección Remixes","2005","-"
"Xhelazz","Xhelazz maxi","2005","maxi"
"Xhelazz","¿Te Rapeas Algo?","2002","-"
"Xhelazz","Chelas","2001","-"
"xherón","psicodelicadamente hablando","2011","-"
"xinkoa","instrumentales vol .1","2008","-"
"xinkoa","ep 2007 (adelanto","-","-"
"xinkoa","instrumentales vol.2","-","-"
"Xinkoa","Instrumentales Volumen 2","2011","-"
"Xinkoa","Y Lo Ke Me KeA","2004","-"
"xivónn","extra añejo","2010","-"
"Xoko Suizo","La Source EP","2010","-"
"xplot","danger the mixtape","2012","-"
"xpresion","promo'01","2001","-"
"xquad","resound (instrumentales)","-","-"
"xtragos","librepensador (acapella)","2007","-"
"Xtragos","Panorámica","2014","-"
"Xtragos","Librepensador","2007","-"
"Xtragos","Librepensador Instrumentales","2007","-"
"xtrem","esto no es rap","2004","-"
"Y - Men","El Principio Del Fin","2006???2007","-"
"Y - Men","Fighting The Power","2013","-"
"Y - Men","Volumen 1","2009","-"
"Y Griega","XXL","2000","-"
"Yaina","Lolipop","2010","-"
"Yaina","2000 Futuro","2010","-"
"Yaina","Alta Gama","2007","-"
"Yako Muñoz","the pboy","2011","-"
"Yako Muñoz","esta noche rulamos por madrid","2009","-"
"Yako Muñoz","Mushroom - asi es como lo hago yo","2009","-"
"Yako Muñoz","come wit me","2004","-"
"Yako Muñoz","Surr0undin'","2014","-"
"Yako Muñoz","Lo Nuevo De Yako Muñoz The PBoy","2009","-"
"Yako Muñoz","Bump Radio","2007","-"
"Yako Muñoz","Sorpresas Te Da La Vida","2006","-"
"Yako Muñoz","Nada Ya Tengo","2005","-"
"yako muñoz & p boys vol.1","2006","-","-"
"yako muñoz y rapp gotti","mgme´s","2012","-"
"Yallzee","El Dia","2005","-"
"Yama","Amor","2005","-"
"Yama","Amor CD2","2005","-"
"Yama","West Coast - Al Este Del Edén","2004","-"
"Yama & Caliq","Since 1990","2010","-"
"yamal","proyecto yb","2008","-"
"Yamal","Adelanto Mixtape 2007","-","-"
"Yamal","Cenizas","2007","-"
"Yamal","Y El Cielo Por Encontrar","2003","-"
"Yamal","Es Yamal","2002","-"
"Yaman","-","-","-"
"Yancey Boys","Sunset Blvd.","2013","-"
"Yarquino","Contratiempo","2014","-"
"Yarquino","Precodio","2013","-"
"yasin el tangerino","analisis vol.1","2011","-"
"Yasin El Tangerino","Eres Lo Que Te Rodea","2010","-"
"yassevera","yassevera","2006","-"
"yaveh","de ley","2011","-"
"yaveh","el guardian de mis hermanos","2009","-"
"yaveh","eterno","2009","-"
"yeah yon","toma el dinero y corre","2008","-"
"Yeah Yon","Mixtape Vol.1 ","2006","-"
"Yeah Yon","Pasen Y Vean","2012","-"
"Yeah Yon","Rockstar","2011","-"
"Yeah Yon","Extradivarius","2010","-"
"Yeah Yon","Toma El Dinero Y Corre","2008","-"
"Yeah Yon","Haciendo Tiempo","2006","-"
"Yelawolf","Trunk Muzik 0-60","2010","-"
"yellow-w, zebula y bop 241","carne de psikiatriko","2014","-"
"yelma & deso","mi comply","2003","-"
"yelsinley","atmospheras","2012","-"
"yelsinley","untitled.zip","2011","-"
"Yerba","Musica Para Fumar","-","-"
"yerbabuena sound system","yama","2008","-"
"yesh","no eres tu","2011","-"
"yesh","perversiones","2011","-"
"yesh","yesh","2009","-"
"yesh","demo 2006","2006","-"
"yester","el cuarto crimen","2006","-"
"Yester","4º crimen","-","-"
"yey wey","supa dupa mega mixtape","2011","-"
"Ygryega","Equis Equis Ele","2000","-"
"Ygryega","Yakussy (CDS)","1998","-"
"yika","colaboraciones 2008-2010","2010","-"
"yin kazama","nomadas...el principio","-","-"
"Yinfin","La Taberna Del Picoteo","1998","-"
"Yo Fresh","Todos tenemos una estrella","2005","-"
"Yo Fresh","Sigo caminando","2003","-"
"Yo Fresh","Se sale","2001","-"
"Yoesdee","XIII","2005","-"
"Yoesdee","De Cisneros A Los Castros","2003","-"
"yoh moumantai","undefined","2013","-"
"yokat","el alma del barrio","2013","-"
"yoplay","compilaciones","2005","-"
"Yoque","Monologos De Un Don Nadie","2005???2006","-"
"Yoque & Candela Cla","2012","2007","-"
"yoque y candela clap","2012","2007","-"
"Yoque, Abeats & DjSobe","Faltas De Ortografía","2013","-"
"Yosef The Soul","Agobio Mental","2011","-"
"Yosef The Soul","Cosmodrama","2011","-"
"Yosef The Soul","Lemonade (How Big Is My Pussy???!???)","2011","-"
"Yosu","Metáfora","2011","-"
"Young Jeezy","The Recession","2008","-"
"Young Jeezy","Thuggin under the Influence (T.U.I.)","2001","-"
"Yuma","La Vida Es Tranki","2006","-"
"Yuma","La Vida Es Tranki (Maxi)","2005","-"
"yusty","yo soy yusty","2008","-"
"yusty","real avalancha de mapaches","2007","-"
"yusty","15 minutakos para mis chavales","2005","-"
"yusty","son 21","2005","-"
"Yusty","Real","2008","-"
"yusty martinez","15 años (recopilatorio)","2014","-"
"Yusty y el hijo **** del pláh","Desde abajo","-","-"
"Yzeberg Catzola","The silent one","2009","-"
"Yzeberg Catzola N' Científico","Time Yz Runin","2011","-"
"Yzeberg Catzola N' Científico","Midnight Tana","2010","-"
"Z Hitmaker","Hitmaker","2009","-"
"z. borikó","the bridge","2004","-"
"z.a.s. (zaragoza accion sonora)","-","-","-"
"Zaisé","Xtras Volumen 1","2012","-"
"Zaisé","One Mixtape","2010","-"
"Zake","El Dia y la Noche en el Infierno","-","-"
"zaragoza claan","zaragoza claan 2","2010","-"
"zaragoza claan","con el microfono en la mano","2009","-"
"zaragoza represent 20 minutos vol.1","2006","-","-"
"zaragoza zulu","backstage","1996","-"
"zare","proxima estacion reflexion","2007","-"
"zarman","cruel soul club","2007","-"
"Zarman","One","2014","-"
"Zarman","Cruel Soul Club","2007","-"
"Zathico","Historias cotidianas ","-","-"
"zavio","rap para sordos","2007","-"
"Zawi","-","-","-"
"zear","el hombre islamista","2012","-"
"zear","un dia mas","2010","-"
"zear","las 2 caras","-","-"
"Zeidah","Mi Vida Es","2014","-"
"Zeidah","Un Paso En Alto","2011","-"
"Zeidah","Justicia Verbal","2009","-"
"zekie","ostinato paradiso (promo)","2007","-"
"zekie","zekie","2003","-"
"Zekie","Ostinato Paradiso","2007","-"
"Zekie","Zekie","2003","-"
"Zekie Y Souchi","Planeta Zero","2005","-"
"Zemo","MPC Direct Vol.4","2014","-"
"Zemo","Relatos","2014","-"
"Zemo","MPC Affairs Vol.1","2013","-"
"Zemo","TheEp","2012","-"
"Zemo","50 Caminos","2011","maxi sigle"
"Zemo","Frío De Invierno","2011","maxi"
"Zemo","MPC Direct Vol.1","2011","-"
"Zemo","MPC Direct Vol.2","2011","-"
"Zemo","Mas Que Palabras / Nada Es Como Antes","2003","-"
"Zemo","Innovacion","2002","-"
"Zemoese & Dave Bee","Foonky Beats","2013","-"
"Zemoese & Dave Bee","Jazzenmi","2013","-"
"zemoh","a corazón abierto","2012","-"
"zemoh","un viernes cualquiera","2006","-"
"zemoh","esta es mi letra","2005","-"
"zemoh","en la sombra","2004","-"
"zemoh","rimas aparte","2003","-"
"zemoh y lito","objetos malditos","2008","-"
"Zenit","Producto Infinito","2003???2004","-"
"zenit","colaboraciones","-","-"
"Zenit","Pido Libertad","2012","-"
"Zenit","Nadir","2010","-"
"Zenit","Torre De Babel","2006","-"
"Zenit","Es El Momento","2005","-"
"Zenit","Producto infinito version 0.4","2004","-"
"Zentinela","Licor Kafé Remixes","2010","-"
"zerocoma","cantabria fria","2007","-"
"Zeropositivo","VIII","2011","-"
"Zeropositivo","Soul","2010","-"
"Zeropositivo","El Antídoto","2009","-"
"Zeropositivo","Sayanaya","2006","-"
"Zeropositivo","Dialéctica","2004","-"
"Zeropositivo","La Puta Promo","2003","-"
"Zeropositivo & C' Mon!","Blue Label","2014","-"
"Zeso","El Inorcista","2008","-"
"zeta","live session","2002","-"
"Zeta","Guateque","1999","-"
"Zeta","Hacia El Infinito Y Más Allá","1999","-"
"Zeta","NRG Beatz","1998","EP"
"zeta drastyka","zetamorfosis","2012","-"
"Zetazen","Atrezzo","2013","-"
"Zetazen","Inside","2011","-"
"zette","palindromos","2009","-"
"Zheid,Chus y Flaco Ele","Erudicion ","-","-"
"zhu","manifiesto","2004","-"
"Zikuta","Abstracto","2008","-"
"zilez","elevacion 2009","2009","-"
"zilez","yo cacique 500","2008","-"
"Zilez","3-4-79","2004???2005","-"
"Zilez & Wol","2005: El Premio Pa Vohotros","2005","-"
"Zilez & Wol","Causa Y Efecto","2005","-"
"zilez y wol","puto show","2008","-"
"Ziontifik","Black Ops","2011???2012","-"
"Ziontifik","Golosinas","2007","-"
"zkdh","de hermandad y todo eso","2008","-"
"ZNP","soltaron los perros","2004","-"
"ZNP","infussion attack","2003","-"
"ZNP","fanzin nº0","1992","-"
"ZNP","fanzin 1 (93-94","-","-"
"ZNP","Legends","2008","-"
"ZNP","Maqueta","1993","-"
"znp alicante","1994","-","-"
"znp y rcs","zona norte posse en el paraíso de las mofetas","1998","-"
"Zode","Religión De Barrio","2013","-"
"Zode","Apocalipsis 2012","2011","-"
"zoko selektah","remixtrem","2010","-"
"zoko selektah","reggae kombat mixtape","2009","-"
"zoko selektah","the fifth element","2009","-"
"zoko selektah","cray reggae mixtape","2008","-"
"zoko selektah","real bwoy","-","-"
"zona norte posse","raptilians","2013","-"
"zona norte posse","rap suizida","1998","-"
"zona norte posse","en la calle","1994","-"
"zona prohibida","colisión en el punto x","1994","-"
"zona sur","s.u.r","2012","-"
"zona sur beats","free music vol.ii","2012","-"
"zona zero","ahora o nunca","2005","-"
"zona zero","hablando n rap","-","-"
"Zonah","Tiempo De Perros","2003","-"
"Zoologic","Otra Atmósfera","2008???2009","-"
"Zoologic","Sensual lovers","2012","-"
"zorro","variaedad","2006","-"
"zotas","diamond","2009","-"
"zotas","1 momento de rap","2007","-"
"Zpu","classic remixes","2013","-"
"Zpu","parís barcelone","2006","-"
"Zpu","Colaboraciones ","-","-"
"Zpu","Doce Lunas","2013","-"
"Zpu","He tenido un sueño","2010","-"
"Zpu","Fase REM","2009","-"
"Zpu","Contradicziones","2008","-"
"Zpu","Hombre De Oro","2006","-"
"zulo united","enter the zulo","2005","-"
"Zur","Sale el sol","2005","-"
"zurdo","y como esta usted","2007","-"
"Zuri","La Cuenta Atrás","2012","-"
"Zuri","Candela","2010","-"
"Zuri","Candela (Adelanto)","2009","-"
"Zwey","Brillo","2009","-"
"Zwey","A.M.O.R","2006","-"
"zwit","sonrisas y lágrimas","2010","-"
"zwit","peleando a la contra","2007","-"
"zwit y dj kaim","sabías lo que pasaría vol.2","2010","-"
"zwit y dj kaim","sabías lo que pasaría si se juntaban estos frikis vol.1","2009","-"
"zwit y galan","rebeldía intransitoria","2009","-"
"zwit y nashira","ahora mas que nunca","2012","-"
"zwit y nashira","no es moc de gall d indi","2011","-"
"zwit y nashira","lo más vital","2009","-"
